mmsiV1,latV1,lonV1,mmsiV2,latV2,lonV2,DCPA
"205656000",53.987333299999996,8.195,"209467000",54.0393883,9.3029333,39.34142873824907
"205656000",53.836999999999996,8.8215,"209762000",53.8611666,7.8996667,32.79025685463684
"205656000",53.8445,8.9473333,"209777000",54.259338299999996,9.621739999999999,34.50205275943428
"205656000",53.8611666,9.2913333,"210112000",53.991755,8.248473299999999,37.813771022747204
"205656000",53.987333299999996,8.195,"210167000",53.8992333,9.1559667,34.48090043760377
"205656000",53.866833299999996,8.7276667,"211164000",53.64747,8.4930567,15.607938761661272
"205656000",53.865333299999996,8.7301667,"211168640",53.86129,8.6943833,1.294186363186838
"205656000",53.704,9.4873333,"211177410",53.896735,9.1532717,16.595705134505117
"205656000",53.8758333,9.1066667,"211180750",53.9087666,9.174885,3.1276386293743306
"205656000",53.9876666,8.1985,"211181930",53.878924999999995,9.0850583,32.11329061449241
"205656000",53.9893333,8.2175,"211181950",53.889631599999994,9.1448717,33.42527903765041
"205656000",53.991499999999995,8.254333299999999,"211187040",53.8884283,9.18419,33.54840042230797
"205656000",53.987333299999996,8.195,"211215340",53.6759233,8.366013299999999,19.677903839833498
"205656000",53.8453333,8.770166699999999,"211221950",53.8625733,8.71023,2.3683272404473104
"205656000",53.8766666,9.2298333,"211224430",53.562945,8.5492083,30.725475435429654
"205656000",53.8476666,8.7636667,"211226360",53.866299999999995,8.704889999999999,2.369604933827114
"205656000",53.8491666,8.7598333,"211228200",53.8628016,8.7103717,1.939038937000554
"205656000",53.8628333,9.2873333,"211282860",54.016311599999995,8.2380917,38.331377703567235
"205656000",53.987333299999996,8.195,"211283440",53.920669999999994,9.1945483,35.656601709952504
"205656000",53.781833299999995,9.3833333,"211308910",53.8259116,9.4029417,2.7393182088407353
"205656000",53.987333299999996,8.195,"211315620",54.03185,8.53149,12.20848460513268
"205656000",53.9893333,8.2175,"211351000",53.868179999999995,8.7103833,18.937503360479596
"205656000",53.793,9.378,"211411940",54.0348416,8.4822983,34.9460461544351
"205656000",53.846,9.3216667,"211444000",53.7879466,9.345894999999999,3.59371987914501
"205656000",53.9905,8.2358333,"211445180",53.930904999999996,9.2081733,34.64647250272613
"205656000",53.837166599999996,8.831,"211445190",54.175573299999996,9.4498917,29.894790057217822
"205656000",53.9921666,8.2881667,"211445200",53.982678299999996,9.280111699999999,35.13781260338658
"205656000",53.9906666,8.3203333,"211445240",53.91043,9.1779017,30.780713121304338
"205656000",53.8953333,8.693166699999999,"211459000",53.7381033,8.5165733,11.345896243633259
"205656000",53.9913333,8.2506667,"211464420",53.9984366,8.1939333,2.053924063013335
"205656000",53.9913333,8.2525,"211466070",53.5663716,8.5483833,27.625593493415746
"205656000",53.987333299999996,8.195,"211468560",53.895945,9.14973,34.29482308502396
"205656000",53.866,8.729,"211469000",53.866113299999995,8.7069,0.7850583459098527
"205656000",53.727,9.4528333,"211474990",53.7870066,9.34341,5.309575877890377
"205656000",53.991666599999995,8.3041667,"211476600",53.560546599999995,8.5496767,27.34356416914469
"205656000",53.8376666,8.8088333,"211505000",53.8643466,8.70435,4.044193843505874
"205656000",53.8395,8.7958333,"211507280",53.567016599999995,8.548633299999999,18.597247064029297
"205656000",53.9905,8.2358333,"211508570",53.897363299999995,9.152099999999999,32.96528681870764
"205656000",53.7881666,9.3803333,"211508590",53.8995633,9.1505967,10.558688564192646
"205656000",53.987333299999996,8.195,"211511200",53.8973466,9.1496817,34.27918297936853
"205656000",53.8376666,8.8088333,"211519080",53.78855,8.5505667,9.648266848815027
"205656000",53.987333299999996,8.195,"211523910",53.875216599999995,9.2333833,37.43868938466423
"205656000",53.987333299999996,8.195,"211545300",53.919631599999995,8.669374999999999,17.300666555052334
"205656000",53.9893333,8.2175,"211589950",53.8873666,9.16687,34.217971112510334
"205656000",53.9905,8.2358333,"211594530",54.01895,9.298585,37.66423025277099
"205656000",53.7606666,9.398,"211595610",53.533643299999994,8.5707717,32.53610485185584
"205656000",53.879,9.187,"211608000",53.647633299999995,8.4935267,28.339067437627296
"205656000",53.9836666,8.3833333,"211639000",53.6964666,8.396799999999999,17.26686867508671
"205656000",53.9921666,8.2776667,"211659630",53.560995,8.550381699999999,27.67117702817707
"205656000",53.852,8.7536667,"211676580",53.549403299999994,8.562256699999999,19.424007188350064
"205656000",53.851499999999994,8.9948333,"211745870",53.857164999999995,8.7206017,9.74982680111504
"205656000",53.987333299999996,8.195,"211750690",54.0706316,9.3143383,39.92081575165047
"205656000",53.987333299999996,8.195,"211771340",53.9682466,8.51835,11.512582612778644
"205656000",53.987333299999996,8.195,"211809000",53.8979083,8.6907217,18.379945809801796
"205656000",53.987333299999996,8.195,"211876000",53.8603616,8.7374017,20.698369640406014
"205656000",53.987333299999996,8.195,"212198000",54.03666,9.303365,39.34524646579736
"205656000",53.987333299999996,8.195,"212376000",53.8372416,8.855421699999999,25.109469804377085
"205656000",53.987333299999996,8.195,"212584000",53.9838666,8.4398533,8.675279404710372
"205656000",53.987333299999996,8.195,"212958000",53.877399999999994,9.0698533,31.72249688885956
"205656000",53.987333299999996,8.195,"218172000",53.9656283,8.548226699999999,12.581925546118498
"205656000",53.987333299999996,8.195,"218197000",53.755399999999995,9.4017483,45.06922347600363
"205656000",53.8673333,8.727,"218366000",53.56679,9.689385,38.770522993447116
"205656000",53.987333299999996,8.195,"218439000",53.8365733,8.8212,23.995540071403944
"205656000",53.987333299999996,8.195,"218706000",53.984575,8.5745033,13.44301920673256
"205656000",53.987333299999996,8.195,"218858000",53.9045,9.1645,34.73097705457348
"205656000",53.987333299999996,8.195,"219002392",53.8519666,8.752616699999999,21.389605016533203
"205656000",53.9881666,8.202,"219004647",53.8662133,8.7104,19.46537740079911
"205656000",53.8788333,9.163,"219285000",53.5497083,8.560516699999999,29.198381646029848
"205656000",53.670333299999996,9.506499999999999,"230204000",54.1754416,9.4519483,30.418187967036086
"205656000",53.991,8.2421667,"230915000",54.1786183,9.46561,44.677404064144994
"205656000",53.987333299999996,8.195,"231701000",53.555866599999995,8.5505333,28.85445806279611
"205656000",53.866,8.729,"232004332",53.839279999999995,8.043048299999999,24.42668802749051
"205656000",53.723,9.460666699999999,"232008855",53.6020816,8.5027283,34.95587259295424
"205656000",53.97,8.519499999999999,"235040596",54.1423316,8.732206699999999,12.80011464682153
"205656000",53.7198333,9.466166699999999,"236465000",53.9791166,7.9708499999999995,55.37358747533491
"205656000",53.987333299999996,8.195,"244024000",53.878691599999996,9.0831833,32.16870547121726
"205656000",53.6915,9.4958333,"244110512",53.5658016,8.544015,34.83003479295428
"205656000",53.987333299999996,8.195,"244366000",53.8433,8.927795,27.402500946288047
"205656000",53.987333299999996,8.195,"244521000",53.8670116,9.278475,39.104712760263006
"205656000",53.8446666,8.9483333,"244630113",53.5507783,8.5603517,22.43653045661156
"205656000",53.987333299999996,8.195,"244630415",54.009853299999996,8.2878717,3.5561489019106274
"205656000",53.987333299999996,8.195,"244670768",53.783485,9.38885,44.1222436924103
"205656000",53.987333299999996,8.195,"2447004",53.8951383,9.152446699999999,34.39800767539986
"205656000",53.987333299999996,8.195,"244854000",54.123689999999996,8.8322483,23.97755633403102
"205656000",53.9893333,8.2175,"244870420",53.7886033,8.146165,12.326596842352885
"205656000",53.835499999999996,9.3406667,"244895000",54.127243299999996,8.8660933,24.290803384855717
"205656000",53.987333299999996,8.195,"245137000",53.95897,9.246725,37.302164479701894
"205656000",53.987333299999996,8.195,"245169000",53.9172933,8.6838917,17.834339257728853
"205656000",53.987333299999996,8.195,"245439000",53.8619166,9.0444867,31.06120581896718
"205656000",53.8595,9.295,"245586000",53.5468766,8.5662533,32.066673086587436
"205656000",53.987333299999996,8.195,"246191000",54.0551666,9.308,39.59913360497192
"205656000",53.9883333,8.203999999999999,"246355000",53.989214999999994,8.240594999999999,1.2971906948097467
"205656000",53.987333299999996,8.195,"246432000",54.01968,9.29828,39.10971091621693
"205656000",53.8953333,8.693166699999999,"246454000",54.02545,8.730946699999999,7.933757799755407
"205656000",53.920166599999995,8.669666699999999,"246532000",54.1405366,8.7505083,13.54963907621382
"205656000",53.987333299999996,8.195,"246606000",53.9082333,9.17136,34.93892905453453
"205656000",53.966333299999995,8.552,"246639000",53.966126599999996,8.0565617,17.5566915556707
"205656000",53.987333299999996,8.195,"246787000",53.8423966,8.8028333,23.25868616944853
"205656000",53.856333299999996,9.3016667,"247341500",53.9806983,7.9895067,47.14726252513699
"205656000",53.9893333,8.3363333,"249490000",53.5727166,8.5521167,26.18922531527348
"205656000",53.992,8.275,"249491000",53.568183299999994,8.5537833,27.33509285633504
"205656000",53.8705,9.2605,"249849000",54.0985616,9.32871,13.917761937927187
"205656000",53.987333299999996,8.195,"250000963",53.6303333,9.534833299999999,52.26364699566115
"205656000",53.987333299999996,8.195,"253136000",53.7736416,8.1736833,12.86488361416996
"205656000",53.987333299999996,8.195,"255714000",53.9758333,8.4931667,10.584756041743729
"205656000",53.991833299999996,8.2636667,"255801560",53.8526666,8.0153333,12.147351052157223
"205656000",53.989999999999995,8.226666699999999,"255804890",54.1774166,9.460149999999999,45.0188500838876
"205656000",53.987333299999996,8.195,"255805555",53.732,8.2448333,15.446941042137434
"205656000",53.987333299999996,8.195,"255805618",53.8475233,8.9520333,28.14162378205463
"205656000",53.8445,9.3243333,"255805855",53.5773666,8.5337883,32.43639008344329
"205656000",53.987333299999996,8.195,"255806060",54.041188299999995,9.304375,39.400191265836476
"205656000",53.7035,9.4878333,"257424000",53.861678299999994,7.9136083,56.829790497990246
"205656000",53.9911666,8.313666699999999,"258915000",53.99483,8.0770483,8.382501386158019
"205656000",53.912833299999996,8.6768333,"265883000",53.866673299999995,7.8595383,29.147423215030212
"205656000",53.987333299999996,8.195,"275463000",53.85785,8.7444167,20.98592707122498
"205656000",53.9878333,8.1995,"277550000",54.0798333,9.3191667,39.996701819547155
"205656000",53.987333299999996,8.195,"304080000",53.96485,8.07855,4.341279560689891
"205656000",53.9876666,8.1985,"304234000",54.0499516,9.3063667,39.38763799007922
"205656000",53.987333299999996,8.195,"304502000",53.977529999999994,8.447575,8.966338930477324
"205656000",53.841666599999996,8.9185,"304667000",54.17648,9.455226699999999,27.675091967942745
"205656000",53.961,8.5861667,"305675000",53.886526599999996,9.1744867,21.34382625504444
"205656000",53.8315,9.3478333,"305690000",53.985969999999995,8.110816699999999,44.86645645619396
"205656000",53.987333299999996,8.195,"308654000",53.677875,8.367088299999999,19.578249124394162
"205656000",53.987333299999996,8.195,"308803000",53.71604,8.2925933,16.66901629529683
"205656000",53.926333299999996,8.6633333,"314419000",53.524969999999996,8.555781699999999,24.423462228357444
"205656000",53.966,8.555,"355308000",53.861258299999996,7.9123367,23.655397497922102
"205656000",53.991499999999995,8.2581667,"356086000",53.80945,8.18855,11.216541647267844
"205656000",53.8461666,8.7676667,"357773000",53.863445,7.8815233,31.50264867018133
"205656000",53.987333299999996,8.195,"373184000",53.982538299999995,8.400733299999999,7.2929479148921255
"205656000",53.9921666,8.2776667,"440269000",53.5665616,8.5539417,27.403154615122347
"205656000",53.879,9.187,"477006800",53.8696233,7.8541317,47.339038589890144
"205656000",53.847166599999994,8.9645,"477096100",53.5702116,9.660829999999999,29.890162801880553
"205656000",53.987333299999996,8.195,"477441300",53.988575,8.3436333,5.264869656881292
"205656000",53.987333299999996,8.195,"538005848",53.9575933,8.6122417,14.891117625076937
"205656000",53.987333299999996,8.195,"563231000",53.970646599999995,8.0222483,6.201512552743443
"205656000",53.987333299999996,8.195,"566083000",53.6989683,8.331635,17.99776887790963
"205656000",53.987333299999996,8.195,"636010990",53.691255,9.50188,49.74265285048623
"205656000",53.838,8.86,"636015204",53.592903299999996,8.1552717,29.12235916178843
"205656000",53.7421666,9.4166667,"636016703",53.5858333,8.5255,33.16630250652962
"205656000",53.987333299999996,8.195,"636016983",53.6565483,9.5160033,51.00598997129588
"205656000",53.9698333,8.5205,"636017352",53.964715,7.8928667,22.242782479121132
"205656000",53.8778333,9.1273333,"636091030",53.8659816,7.8189967,46.47261024787372
"209467000",53.8936516,9.14395,"209762000",53.8538333,7.970999999999999,41.725698692695126
"209467000",53.8810916,9.1546933,"209777000",54.259338299999996,9.621739999999999,28.095114021347975
"209467000",53.7147733,9.4748133,"210112000",53.991755,8.248473299999999,46.645444756870766
"209467000",54.041071599999995,9.3033517,"210167000",53.896666599999996,9.15115,10.217923164062919
"209467000",53.8938133,9.1442433,"211164000",53.6588533,8.4354217,28.914549057600052
"209467000",53.821664999999996,9.362495,"211180750",53.9087666,9.174885,8.474396995788199
"209467000",54.0452016,9.3045017,"211181930",53.8899833,9.14529,10.901893579107774
"209467000",54.0332033,9.3017367,"211181950",53.889631599999994,9.1448717,10.264486579515676
"209467000",54.018135,9.297855,"211187040",53.8884283,9.18419,8.77501257728449
"209467000",54.0933383,9.326255,"211215340",53.742046599999995,8.2187433,44.60429236517907
"209467000",53.8925616,9.141945,"211221950",53.8660366,8.7103333,15.409378209944801
"209467000",53.7416383,9.4200267,"211224430",53.562945,8.5492083,32.89252379541743
"209467000",53.640036599999995,9.523405,"211226360",53.866088299999994,8.704856699999999,32.16401095690007
"209467000",53.892868299999996,9.142523299999999,"211228200",53.8667916,8.7105833,15.418018678341639
"209467000",53.717561599999996,9.4706533,"211282860",54.016311599999995,8.2380917,47.31938759795995
"209467000",54.0933383,9.326255,"211283440",53.9951133,9.289835,6.042274387780612
"209467000",53.6250516,9.5387117,"211308910",53.8259116,9.4029417,13.004878360372409
"209467000",54.077273299999995,9.31747,"211315620",54.047084999999996,8.475365,29.82793726810635
"209467000",54.0933383,9.326255,"211351000",53.9267483,8.6525767,25.86422136971156
"209467000",53.6165416,9.554918299999999,"211411940",54.0356466,8.4888567,45.509105267750066
"209467000",53.693185,9.4962567,"211444000",53.7879466,9.345894999999999,7.81858160831564
"209467000",54.0263016,9.3000817,"211445180",53.930904999999996,9.2081733,6.59334013387214
"209467000",54.044304999999994,9.304258299999999,"211445190",54.174853299999995,9.4504833,9.39293726887422
"209467000",54.0926166,9.3258767,"211445200",53.9825233,9.280441699999999,6.8090664391062115
"209467000",54.0647233,9.3113967,"211445240",53.9101916,9.1782367,10.41625228126467
"209467000",53.894225,9.145058299999999,"211459000",53.78505,8.4759783,24.670201693117
"209467000",54.052789999999995,9.3070133,"211464420",54.001786599999996,8.2494117,37.548140112084255
"209467000",54.0189683,9.2980783,"211466070",53.5663716,8.5483833,38.098235818855514
"209467000",54.0933383,9.326255,"211468560",53.889076599999996,9.136675,13.992176425930532
"209467000",53.894225,9.145058299999999,"211469000",53.90681,8.675365,16.687691725839183
"209467000",54.0501716,9.306188299999999,"211476600",53.5075,8.522829999999999,42.90805640372169
"209467000",53.894225,9.145058299999999,"211505000",53.8738366,8.7112333,15.452214412737616
"209467000",53.894225,9.145058299999999,"211507280",53.580183299999995,8.5311667,28.88991210337101
"209467000",54.078636599999996,9.3182417,"211508570",53.897556599999994,9.1488517,12.427007991025643
"209467000",53.629561599999995,9.5328267,"211508590",53.89938,9.150915,21.162930466703443
"209467000",54.041071599999995,9.3033517,"211511200",53.8969783,9.148175,10.258124131746165
"209467000",53.894225,9.145058299999999,"211519080",53.792913299999995,8.5338333,22.560430553482316
"209467000",54.0933383,9.326255,"211523910",53.86273,9.0494583,16.977695153171766
"209467000",54.0933383,9.326255,"211545300",53.980438299999996,8.419358299999999,32.7925148241723
"209467000",54.0335366,9.3017983,"211589950",53.8873666,9.16687,10.001999094100228
"209467000",54.075125,9.3163433,"211594530",54.0189066,9.2993933,3.431519323578902
"209467000",53.599516599999994,9.5921267,"211595610",53.5265,8.560688299999999,37.16231621973386
"209467000",53.7629166,9.3975633,"211608000",53.647633299999995,8.4935267,32.97174720777122
"209467000",53.9686333,9.2601333,"211639000",53.696736599999994,8.3964167,34.78203501321625
"209467000",54.0884133,9.3236017,"211659630",53.567479999999996,8.5490733,41.69425827331934
"209467000",53.894225,9.145058299999999,"211676580",53.5846466,8.5274,28.81687946290068
"209467000",53.878713299999994,9.209401699999999,"211745870",53.857164999999995,8.7206017,17.41040583567195
"209467000",54.045334999999994,9.304545,"211750690",54.040711599999995,9.3047433,0.2779564652415042
