MMSI,trackId,lat,lon
"209030000",0,53.8979,7.73035
"209030000",0,53.89776666666667,7.729516666666667
"209030000",0,53.89765,7.72875
"209030000",0,53.89738333333333,7.72715
"209030000",0,53.897283333333334,7.726466666666667
"209030000",0,53.89718333333333,7.725766666666667
"209030000",0,53.897083333333335,7.72485
"209030000",0,53.89698333333333,7.724183333333333
"209030000",0,53.8967,7.722616666666666
"209030000",0,53.8966,7.72195
"209030000",0,53.89651666666666,7.721266666666667
"209030000",0,53.89638333333333,7.720366666666667
"209030000",0,53.8963,7.719683333333333
"209030000",0,53.89606666666667,7.718083333333333
"209030000",0,53.895966666666666,7.7174
"209030000",0,53.89585,7.716716666666667
"209030000",0,53.89573333333333,7.715866666666667
"209030000",0,53.89561666666667,7.715183333333333
"209030000",0,53.89535,7.7134833333333335
"209030000",0,53.89525,7.712816666666667
"209030000",0,53.895133333333334,7.712116666666667
"209030000",0,53.89505,7.711516666666666
"209030000",0,53.89501666666666,7.711283333333333
"209030000",0,53.894933333333334,7.71075
"209030000",0,53.89491666666667,7.7106
"209030000",0,53.8948,7.7099
"209030000",0,53.89456666666667,7.708466666666666
"209030000",0,53.894533333333335,7.708233333333333
"209030000",0,53.89445,7.707616666666667
"209030000",0,53.89435,7.706933333333334
"209030000",0,53.89423333333333,7.70615
"209030000",0,53.89411666666667,7.7053
"209030000",0,53.8939,7.703833333333334
"209030000",0,53.893766666666664,7.702983333333333
"209030000",0,53.89365,7.702283333333333
"209030000",0,53.89353333333333,7.701516666666667
"209030000",0,53.8934,7.700666666666667
"209030000",0,53.8932,7.699216666666667
"209030000",0,53.89306666666667,7.698383333333333
"209030000",0,53.89295,7.6977
"209030000",0,53.892833333333336,7.696933333333333
"209030000",0,53.8927,7.6961
"209030000",0,53.89248333333333,7.6946666666666665
"209030000",0,53.89225,7.693116666666667
"209030000",0,53.89215,7.69235
"209030000",0,53.89201666666666,7.6915
"209030000",0,53.89201666666666,7.6915
"209030000",0,53.89191666666667,7.690783333333333
"209030000",0,53.891783333333336,7.690016666666667
"209030000",0,53.89155,7.688483333333333
"209030000",0,53.89143333333333,7.687683333333333
"209030000",0,53.8913,7.686833333333333
"209030000",0,53.89118333333333,7.686133333333333
"209030000",0,53.891083333333334,7.68545
"209030000",0,53.890816666666666,7.683816666666667
"209030000",0,53.89071666666667,7.683033333333333
"209030000",0,53.89058333333333,7.682183333333334
"209030000",0,53.890483333333336,7.681466666666667
"209030000",0,53.89038333333333,7.680766666666667
"209030000",0,53.89013333333333,7.679133333333334
"209030000",0,53.89,7.678283333333333
"209030000",0,53.889783333333334,7.676816666666666
"209030000",0,53.88966666666666,7.6761333333333335
"209030000",0,53.88941666666667,7.674483333333334
"209030000",0,53.88928333333333,7.673633333333333
"209030000",0,53.88916666666667,7.67285
"209030000",0,53.88905,7.672066666666667
"209030000",0,53.88896666666667,7.671466666666666
"209030000",0,53.888733333333334,7.66995
"209030000",0,53.88843333333333,7.668233333333333
"209030000",0,53.888283333333334,7.667466666666667
"209030000",0,53.88791666666667,7.665283333333333
"209030000",0,53.88775,7.664366666666667
"209030000",0,53.887616666666666,7.663583333333333
"209030000",0,53.8875,7.662883333333333
"209030000",0,53.887116666666664,7.660616666666667
"209030000",0,53.886966666666666,7.659683333333334
"209030000",0,53.886833333333335,7.6589
"209030000",0,53.88668333333333,7.658216666666666
